jobid,date,description,employer,location,salary,tags,title,url,weeknum
126989,2016-10-16,"
GUI development, based on API interface for JIRA
Regular WebEx Telcos
Internal application…",IT Services Hungary,"Budapest, Hungary",$1 - 2,"[java, oop]",Software Engineer (Budapest),/jobs/126989/software-engineer-budapest-it-services-hungary,41
123099,2016-10-16,"Ihre Aufgabe besteht darin, in der agilen Softwareentwicklung in mehreren Projekten die Anwendung und…",Cognotekt GmbH,"Köln, Deutschland","€55,000 - 85,000","[scrum, scrummaster, project-management, agile]",IT Projektmanager,/jobs/123099/it-projektmanager-cognotekt-gmbh,41
121037,2016-10-16,"Für unsere UDG Offices in Düsseldorf, Herrenberg und Karlsruhe suchen wir ab sofort nach tatkräftiger…",UDG United Digital Group,"Düsseldorf, Germany",,"[java, content-management-system, database, rest, spring]",Java Developer (m/w) für internationale Rollouts gesucht!,/jobs/121037/java-developer-m-w-f%C3%BCr-internationale-rollouts-udg-united-digital-group,41
123097,2016-10-16,Als technischer Autor schreiben Sie die Nutzerhandbücher und -dokumentation für nicht-technische…,Cognotekt GmbH,"Köln, Deutschland","€40,000 - 55,000","[writing, uml, bpmn]",Technischer Autor Künstliche Intelligenz,/jobs/123097/technischer-autor-k%C3%BCnstliche-intelligenz-cognotekt-gmbh,41
114104,2016-10-16,In unseren nationalen und internationalen Projekten berätst du unsere Kunden konzeptionell rund um deren…,milch & zucker AG,"Bad Nauheim, Deutschland",,[],IT-Consultant für Personalprozesse (m/w) in Bad Nauheim bzw. Gießen,/jobs/114104/it-consultant-f%C3%BCr-personalprozesse-m-w-in-bad-milch-zucker-ag,41
107935,2016-10-16,"¿Quieres trabajar en la start-up lider del mercado secundario de ticketing, abierta al trabajo en…",Ticketbis,"Bilbo, Spain",,"[grails, java, groovy, python]","Full-stack Web Developer, Passionate about Clean Code",/jobs/107935/full-stack-web-developer-passionate-about-clean-ticketbis,41
126994,2016-10-16,Do you want to work for one of the hottest technology scale-ups in Europe? Do you want to contribute…,Quby,"Amsterdam, Netherlands","€40,000 - 65,000","[c, embedded, microcontroller, git]",Microcontroller Embedded Developer,/jobs/126994/microcontroller-embedded-developer-quby,41
123102,2016-10-16,Schrijf je liever goede code dan een sollicitatiebrief? En werk je graag bij een ambitieus…,NRC Media,"Amsterdam, Netherlands",,"[html5, ecmascript-6, css3, flexbox, sass]",Ervaren front-end developer,/jobs/123102/ervaren-front-end-developer-nrc-media,41
126993,2016-10-16,For the R&D team within Quby we are looking for an Embedded Developer. You are a hands on Software…,Quby,"Amsterdam, Netherlands","€40,000 - 65,000","[c, c++, javascript, qt]",Embedded Developer,/jobs/126993/embedded-developer-quby,41
125055,2016-10-16,"Senior, medior, junior, or not sure? No problem; although it says ""Mollie simplifies online payments"" on…",Mollie B.V,"Amsterdam, Netherlands",,"[php, mysql, oop, mvc, api]",Back-End PHP MySQL Developer: Simplify Online Payments!,/jobs/125055/back-end-php-mysql-developer-simplify-online-mollie-bv,41
123101,2016-10-16,Schrijf je liever goede code dan een sollicitatiebrief? En werk je graag bij een ambitieus…,NRC Media,"Amsterdam, Netherlands",,"[python, node.js]",Ervaren backend developer,/jobs/123101/ervaren-backend-developer-nrc-media,41
123040,2016-10-16,"Webdeveloper Frontend (m/w)
Deine Aufgaben
Du wirkst verantwortungsvoll bei der Konzeption und…",cyclos design GmbH,"Münster, Deutschland",,"[html5, css3, javascript, xml, json]",Webdeveloper Frontend (m/w),/jobs/123040/webdeveloper-frontend-m-w-cyclos-design-gmbh,41
86035,2016-10-16,"Are you the Ruby Developer we've been looking for?
We're on a mission to build on our existing world…",On the Beach,"Greater Manchester, UK",,"[ruby-on-rails, ruby, javascript, model-view-controller, mongodb]",Ruby Developer - to join a growing and award winning Development team!,/jobs/86035/ruby-developer-to-join-a-growing-and-award-on-the-beach,41
123100,2016-10-16,"Do Departamentu Infrastruktury poszukujemy kandydatów na stanowisko
Administrator Systemów -…",Polkomtel,"Warsaw, Poland",,[sysadmin],Administrator Systemów - Programista IDM,/jobs/123100/administrator-system%C3%B3w-programista-idm-polkomtel,41
114099,2016-10-16,"Eficoden ainutlaatuiset asiakasprojektit kaipaavat sinua, lahjakasta devops-osaajaa. Ota uusi askel…",Eficode Oy,"Helsinki, Finland",,"[bamboo, python, ruby, amazon-web-services, cucumber]",Devops-konsultti,/jobs/114099/devops-konsultti-eficode-oy,41
114098,2016-10-16,"Eficoden erinomainen tiimi kaipaa joukkoonsa sinua, kokenutta ohjelmistokehittäjää. Tehtävänäsi on…",Eficode Oy,"Helsinki, Finland",,"[ruby, python, clojure, scala, sql]",Kokenut ohjelmistokehittäjä,/jobs/114098/kokenut-ohjelmistokehitt%C3%A4j%C3%A4-eficode-oy,41
43170,2016-10-16,As a Software Engineer you’ll be responsible for developing new services for M3's physician and patient…,"M3, Inc.","Tokyo, Japan",,"[ruby-on-rails, scala, java, ruby]",Software Engineer (Scala/Ruby/Java),/jobs/43170/software-engineer-scala-ruby-java-m3-inc,41
101690,2016-10-16,Vorausgehen heißt: Neuland betreten. Neugierig sein. Herausforderungen annehmen. Gemeinsam mit unseren…,Bosch Software Innovations GmbH,"Immenstaad am Bodensee, Deutschland",,"[rest, amqp, html5, javascript]",(Senior) Software Developer (m/w) – IoT Cloud Services,/jobs/101690/senior-software-developer-m-w-iot-cloud-bosch-software-innovations,41
123087,2016-10-16,"HERE is a leader in navigation, mapping and location experiences. We combine highly accurate and fresh…",HERE Maps,"Berlin, Germany","€60,000 - 75,000","[node.js, angularjs, javascript, css, html]","Senior Software Engineer - JavaScript, node.js, full stack",/jobs/123087/senior-software-engineer-javascript-nodejs-here-maps,41
123084,2016-10-16,"We at LanternPay are experts in payment solutions, the team is passionate about using smart technology…",LanternPay,"Surry Hills, Australia",,"[c#, angularjs, typescript, nservicebus, domain-driven-design]",Senior Developer,/jobs/123084/senior-developer-lanternpay,41
126992,2016-10-16,"Overview:Are you looking for challenges in building a very large scale system, say millions updates a…",Big Wednesday Digital,Singapore,,"[scala, java, c#]",Development Manager - Back End Connectivity - Mandarin Speaking,/jobs/126992/development-manager-back-end-connectivity-big-wednesday-digital,41
116505,2016-10-16,HeadSpin develops a software platform that runs on AWS and hardware distributed around the world. The…,HeadSpin,"Mountain View, CA","$100,000 - 165,000

                                / 
Provides Equity","[python, linux, events, distributed-computing, mysql]",Software Engineer,/jobs/116505/software-engineer-headspin,41
116503,2016-10-16,"Mobile software is completely integrated into the HeadSpin infrastructure. On one end, HeadSpin…",HeadSpin,"Mountain View, CA","$100,000 - 165,000

                                / 
Provides Equity","[android, ios, python, usb, linux]",Mobile Engineer,/jobs/116503/mobile-engineer-headspin,41
126991,2016-10-16,You're in good company. Relocation support available. Visa sponsored for international candidates…!We're…,Big Wednesday Digital,"Bangkok, Thailand",,"[html, css, javascript, bootstrap, sass]",HTML / CSS Team Leader - World Leading OTA,/jobs/126991/html-css-team-leader-world-leading-ota-big-wednesday-digital,41
103202,2016-10-16,The Therefore team is growing again and we're looking for two Drupal Developers to join the team in…,Therefore Interactive Inc.,"Toronto, ON, Canada","C$60,000 - 100,000","[drupal, drupal-7, symfony2]",Drupal Developer,/jobs/103202/drupal-developer-therefore-interactive-inc,41
116343,2016-10-16,HeadSpin deploys and manages custom enclosures to a global partner network. Inside the enclosure is a…,HeadSpin,"Mountain View, CA","$100,000 - 165,000

                                / 
Provides Equity","[linux, routing, distributed-computing, security, automation, sysadmin]",System Engineer,/jobs/116343/system-engineer-headspin,41
125042,2016-10-16,"DNA is the physical basis of inheritance, the digital foundation of life on earth. As such, the analysis…","Quantapore, Inc.","Menlo Park, CA",Provides Equity,"[signal-processing, algorithm, physics, r, image-processing]",The Soul of a New Machine,/jobs/125042/the-soul-of-a-new-machine-quantapore-inc,41
103230,2016-10-16,"
Develop and improve key backend systems including user authentication, payments, billing integration,…",HOOQ Digital Pte Ltd,Singapore,Provides Equity,"[node.js, javascript, reactjs, video-streaming]",Full Stack Lead,/jobs/103230/full-stack-lead-hooq-digital-pte-ltd,41
105598,2016-10-16,We are looking for a Data Warehouse Developer to join our rapidly expanding Engineering team. You will…,HOOQ Digital Pte Ltd,Singapore,Provides Equity,"[amazon-redshift, postgresql, hadoop, pentaho-spoon, jasperserver]",Senior Data Warehouse & Big Data Developer,/jobs/105598/senior-data-warehouse-big-data-developer-hooq-digital-pte-ltd,41
123085,2016-10-16,Twitch’s Mobile Engineering team is responsible for developing viewing applications for the Android and…,Twitch,"San Francisco, CA",,"[ios, objective-c]",Senior iOS Engineer,/jobs/123085/senior-ios-engineer-twitch,41
125041,2016-10-16,"DNA is the physical basis of inheritance, the digital foundation of life on earth. As such, the analysis…","Quantapore, Inc.","Menlo Park, CA",Provides Equity,"[c++11, c++14, linux, embedded, gpgpu]",The Soul of a New Machine,/jobs/125041/the-soul-of-a-new-machine-quantapore-inc,41
125039,2016-10-16,Front End engineers are the core of the Disqus product team. We're looking for someone to join our close…,Disqus,"San Francisco, CA","$110,000 - 160,000

                                / 
Provides Equity","[reactjs, backbone.js, javascript, html5, dom]",Senior Front End Engineer,/jobs/125039/senior-front-end-engineer-disqus,41
125036,2016-10-16,"We take software quality seriously, and we believe fast and reliable automated tests are an important…",Eleos Technologies,"Greenville, SC",,"[android, espresso, robotium, robolectric, automated-testing]",Android Automated Test Engineer,/jobs/125036/android-automated-test-engineer-eleos-technologies,41
122903,2016-10-16,"Senior Robotics Software Engineer
Position Description 
As a core part of the company strategy, you…",Neato Robotics,"Newark, CA",,"[slam, lidar, c++, kalman-filter, signal-processing]",Senior Engineer to Work on Intelligent Robots,/jobs/122903/senior-engineer-to-work-on-intelligent-robots-neato-robotics,41
123083,2016-10-16,"
Design, implementation (coding), measurement, and refinement of marketing A/B tests including landing…","Babbel, Inc.","New York, NY",,"[html5, javascript, ruby, sql, excel]",Front-End Developer,/jobs/123083/front-end-developer-babbel-inc,41
125012,2016-10-16,"We're looking for a contractor to help us extend our existing document management app, written in Rails,…",Eleos Technologies,"Greenville, SC",,"[ruby-on-rails, sql, javascript, rspec, capybara]",Ruby/Rails Developer,/jobs/125012/ruby-rails-developer-eleos-technologies,41
116492,2016-10-16,Abbott is a global healthcare company devoted to improving life through the development of products and…,Abbott Talent Acquisition,"Green Oaks, IL",,"[informatics, sql, server, 2012+, with]","Senior Software Engineer, Informatics",/jobs/116492/senior-software-engineer-informatics-abbott-talent-acquisition,41
125035,2016-10-16,"Would you like to be involved with building a cutting edge, never seen before innovative product and…","Videri, Inc.","New York, NY",,"[angularjs, javascript, html5, css3, github]",Front­End (Javascript/AngularJS) Engineer,/jobs/125035/front-end-javascript-angularjs-engineer-videri-inc,41
109294,2016-10-17,"You Are Ready To Make An Impact
Zalando is transforming from Europe’s leading e-commerce company into a…",Zalando SE,"Berlin, Germany",,"[javascript, angularjs, reactjs, ember.js, jquery]","Software Engineer, Frontend - Germany, Helsinki",/jobs/109294/software-engineer-frontend-germany-helsinki-zalando-se,42
103766,2016-10-17,"
Be in-the-know of all  needs within the engineering teams and strive for excellence in providing tools…",Metrigo GmbH (Zalando SE),"Hamburg, Germany",,"[devops, docker, capistrano, bigdata, sysadmin]",DevOps Engineer (M/F),/jobs/103766/devops-engineer-m-f-metrigo-gmbh-zalando-se,42
108101,2016-10-17,"As a Delivery Lead at Metrigo, you will be responsible for leading teams to deliver the most important…",Metrigo GmbH (Zalando SE),"Hamburg, Germany",,"[amazon-web-services, ruby, java, bigdata]",Delivery Lead (Hamburg) (M/F ),/jobs/108101/delivery-lead-hamburg-m-f-metrigo-gmbh-zalando-se,42
123160,2016-10-17,"We are seeking world-class, C++ software engineers (who are still very hands-on) to work on our state-of…",https://www.Adro.co,"Tehran, Iran",,"[c++, linux, multithreading, scala, nginx]",C++ software engineer,/jobs/123160/c-plus-plus-software-engineer-https-wwwadroco,42
123161,2016-10-17,This position requires a deep understanding of Java programming language and cloud microservice…,"Interactive Intelligence, Inc.","Durham, NC",,"[java, spring, nosql, amazon-dynamodb, amazon-web-services]","Sr Software Engineer, Java API",/jobs/123161/sr-software-engineer-java-api-interactive-intelligence-inc,42
104895,2016-10-17,"You Are Ready To Make An Impact
Zalando is transforming from Europe’s leading e-commerce company into a…",Zalando SE,"Berlin, Germany",,"[java, scala, python, postgresql, microservices]","Software Engineer, Backend (M/F) ( Germany, Helsinki )",/jobs/104895/software-engineer-backend-m-f-germany-zalando-se,42
